title,date,Fear,Optimism,Anger,Joy,Trust,Despair,Economic Security,Uncertainty,Fear for the future
"Next pandemic may come from melting glaciers, new data shows",2022-10-18T23:01:09Z,1,0,0,0,0,0,0,1,1
Japan opens borders to tourists as last pandemic travel restrictions eased,2022-10-11T03:22:26Z,1,1,0,0,0,0,1,1,1
Post-pandemic test results fall sharply for youngest pupils in England,2022-10-06T16:48:40Z,1,0,1,0,0,1,0,1,1
Reserve Bank reports record $40bn loss on government bonds purchased during Covid pandemic,2022-10-27T08:53:38Z,0,0,0,0,0,0,1,1,1
"Fungal disease spiked during Covid pandemic and pathogens spreading due to climate crisis, WHO says",2022-10-25T07:08:15Z,1,0,0,0,0,0,0,1,1
Dismay as key cholera vaccine is discontinued ,2022-10-14T05:00:29Z,1,0,1,0,0,1,0,1,1
GB News faces second Ofcom inquiry into Covid vaccine coverage,2022-10-12T13:05:33Z,1,0,1,0,0,0,0,1,1
WHO forced to ration vaccine as cholera cases surge worldwide ,2022-10-19T15:22:54Z,1,0,0,0,0,1,0,1,1
FDA authorizes Covid vaccine boosters for children five and above,2022-10-12T18:28:43Z,1,0,0,0,0,0,0,1,1
Scientists rush to create vaccine for world’s biggest animal disease outbreak,2022-10-20T06:30:47Z,1,0,0,0,0,0,0,1,1
Unequal treatment for mental health in the NHS | Letter,2022-10-04T17:02:17Z,0,0,1,0,0,1,0,1,0
"Bird and birdsong encounters improve mental health, study finds",2022-10-27T09:00:26Z,0,1,0,1,0,0,0,0,0
"Young people’s mental health bolstered by nature projects, report says",2022-10-20T06:00:46Z,0,1,1,1,1,0,0,0,1
Queensland to change laws that prevented UN inspectors entering mental health wards,2022-10-26T04:18:49Z,1,0,1,0,0,0,0,1,0
What TikTok does to your mental health: ‘It’s embarrassing we know so little’,2022-10-30T05:00:17Z,1,0,0,0,0,0,0,1,1
Britain's economic crisis offers an opportunity for new ideas – Labour must be ready | Owen Jones,2022-10-05T09:00:04Z,1,0,1,0,0,1,0,1,1
"‘Parents can’t afford meat, eggs and milk’: children bear the brunt of Sri Lanka’s economic crisis",2022-10-28T05:30:20Z,1,0,0,0,0,1,0,1,1
Tentative business welcome for Sunak amid deepening economic gloom,2022-10-24T17:09:47Z,1,0,0,0,0,0,0,1,1
UK house prices rise in October despite economic turmoil,2022-10-16T23:01:48Z,1,0,0,0,0,0,0,1,1
The Guardian view on Sunak v Starmer: time to get real | Editorial,2022-10-26T17:57:09Z,0,0,1,0,0,1,1,1,1
Pound rises over $1.13 and stock market closes higher as Liz Truss resigns – as it happened,2022-10-20T16:11:45Z,1,1,1,0,0,1,0,1,1
"‘We could have worse’: In Hawes, Sunak’s constituents take stock",2022-10-25T15:41:27Z,0,1,1,0,1,0,0,1,1
How to use spent bones to make a second stock – recipe | Waste not,2022-10-29T05:00:48Z,0,0,0,0,0,0,0,0,0
Free-market zealots are holding Britain hostage | Letters,2022-10-04T17:03:34Z,0,0,1,0,0,1,0,1,1
Zara enters resale market with Pre-owned service,2022-10-20T23:01:06Z,0,1,0,0,1,0,0,1,0
Don’t blame Joe Biden for high inflation | Steven Greenhouse,2022-10-28T18:21:17Z,1,0,1,0,0,0,0,1,1
‘Everything’s gone up’: soaring inflation hits Malawi’s market trade,2022-10-25T06:45:28Z,1,0,0,0,0,1,0,1,1
Will inflation boost Republicans’ chances in the midterm elections?,2022-10-20T08:00:48Z,1,1,1,0,0,1,0,1,1
"Deranged diners, inflation and staff shortages: American restaurants are struggling",2022-10-27T05:00:21Z,0,1,0,0,0,1,0,1,1
Whitbread warns of £60m increase in costs due to inflation,2022-10-25T09:34:11Z,0,1,0,0,0,0,1,1,1
Goldman Sachs expects worse UK recession in 2023,2022-10-16T23:01:48Z,1,0,0,0,0,0,0,1,1
"European Central Bank hikes interest rates, fuelling recession fears",2022-10-27T15:35:16Z,1,0,0,0,0,0,0,1,1
Whitehall fears Hunt’s spending cuts could tip UK into deep recession,2022-10-23T08:00:32Z,1,0,0,0,0,0,0,1,1
IMF tells central banks to focus on inflation as recession looms,2022-10-11T13:00:05Z,1,0,0,0,0,1,0,1,1
Fitch predicts deeper UK recession; mortgage rates climb – as it happened ,2022-10-10T14:25:06Z,1,0,0,0,0,0,0,1,1
People of colour have been shut out of the climate debate. Social justice is the key to the green agenda | Julian Agyeman,2022-10-06T07:00:31Z,0,1,1,0,0,1,0,1,1
Kiribati controversy as attorney general becomes acting chief justice,2022-10-30T02:17:52Z,0,0,1,0,0,0,0,1,1
TechScape: Kanye’s dark twisted social media fantasy ,2022-10-19T10:55:07Z,1,0,1,0,0,0,0,1,1
Dining across the divide: ‘He talked about his hatred of communism a lot’,2022-10-13T11:30:06Z,0,0,1,0,0,0,0,1,0
‘The system’s broken’: the crisis gripping Australia’s juvenile justice centres,2022-10-09T16:30:06Z,1,0,1,0,0,1,0,1,1
Met police chief to reform list of alleged gang members targeting black men,2022-10-31T06:00:47Z,1,0,1,0,0,1,0,1,0
"Children’s commissioner demands ambition, not ‘tinkering’, in childcare reform",2022-10-11T23:01:17Z,1,0,1,0,0,1,0,1,0
SNP minister quits in protest at gender recognition reform bill,2022-10-27T14:43:23Z,1,0,1,0,0,0,0,1,0
Police investigate claim of secret Chinese police stations in Canada,2022-10-27T16:00:53Z,1,0,1,0,0,0,0,1,0
"Reform of English football ‘delayed by politics’, says Tracey Crouch",2022-10-18T20:02:01Z,0,0,1,0,0,0,0,1,1
"Nothing will change on climate until death toll rises in west, says Gabonese minister",2022-10-31T16:00:20Z,1,0,1,0,0,1,0,1,1
"Law governing Bureau of Meteorology must change to reflect climate crisis, says former chief",2022-10-23T15:00:41Z,1,0,1,0,0,0,0,1,1
Cross country skiers given cold shoulder as Falls Creek climate change planning sparks trail row,2022-10-15T19:00:15Z,1,0,1,0,0,0,0,1,1
"To change our future, we should change how we teach history to children | Yuval Noah Harari",2022-10-18T09:00:03Z,1,1,0,0,0,0,0,1,1
Experts attack government inaction over energy-saving guidance,2022-10-09T11:00:56Z,1,0,1,0,0,0,0,1,1
"Carbon emissions from energy to peak in 2025 in ‘historic turning point’, says IEA",2022-10-27T07:49:34Z,1,1,1,0,0,0,0,1,1
Australia’s biggest carbon credits generator joins calls for overhaul of emissions offsets scheme,2022-10-10T04:11:36Z,0,0,1,0,0,0,0,1,1
Multimillion-pound UK road scheme facing legal action on climate grounds,2022-10-13T10:25:25Z,1,0,1,0,0,0,0,1,1
Climate crisis: UN finds ‘no credible pathway to 1.5C in place’,2022-10-27T11:00:28Z,1,1,1,0,0,1,0,1,1
"World close to ‘irreversible’ climate breakdown, warn major studies",2022-10-27T17:37:33Z,1,0,1,0,0,1,0,1,1
Antony Blinken’s Silicon Valley visit underscores US cybersecurity concerns,2022-10-20T10:00:52Z,1,0,0,0,0,0,0,1,1
German cybersecurity chief sacked following reports of Russia ties,2022-10-18T13:36:48Z,1,0,1,0,0,0,0,1,1
"Current cybersecurity laws ‘absolutely useless’, Clare O’Neil says – as it happened",2022-10-02T06:24:32Z,1,0,1,0,0,0,0,1,1
"Rogue states could try to cast doubt on Tory online vote, experts say",2022-10-21T15:01:00Z,1,0,0,0,0,0,0,1,0
Former Uber security chief found guilty of concealing data breach,2022-10-06T17:03:07Z,0,0,1,0,0,0,0,1,1
"Cutting oil output risks global economy, warns US Treasury secretary",2022-10-09T23:01:10Z,1,0,1,0,0,1,0,1,1
The broken US economy breeds inequality and insecurity. Here’s how to fix it | James K Galbraith,2022-10-07T12:47:01Z,1,0,1,0,0,1,0,1,1
What do US curbs on selling microchips to China mean for the global economy?,2022-10-19T02:00:11Z,1,0,0,0,0,0,0,1,1
"London’s ‘execution economy’: grisly exhibition charts 5,000 public deaths ",2022-10-11T15:16:54Z,1,0,1,0,0,1,0,1,0
Climate crisis study finds heatwaves have cost global economy $16tn,2022-10-28T18:00:35Z,1,0,1,0,0,1,0,1,1
US politics’ post-shame era: how Republicans became the party of hate,2022-10-23T06:00:31Z,1,0,1,0,0,1,0,1,1
The very last thing the UK needs is more ‘grownup’ politics. That’s what got us into this mess | Nesrine Malik,2022-10-24T05:00:58Z,1,0,1,0,0,1,0,1,1
Racism has not been purged from politics | Brief letters ,2022-10-28T16:23:45Z,0,1,0,0,0,0,0,1,0
Attack on Pelosi’s husband heightens fears of increasing US political violence,2022-10-29T05:00:50Z,1,0,1,0,0,0,0,1,1
Divisive MP David Elliott announces retirement from politics,2022-10-23T00:39:48Z,0,0,1,0,0,0,0,1,0
Somali president vows to continue ‘war’ against Islamic extremists,2022-10-30T07:23:47Z,1,0,1,0,0,1,0,1,1
Tanzania’s president calls for better birth control in country,2022-10-19T15:41:46Z,0,1,1,0,0,0,0,1,1
Richard Marles meets Nauru’s new president – as it happened,2022-10-03T08:29:55Z,1,1,1,0,0,0,0,1,1
Taiwan’s president calls for unity against Chinese disinformation before elections,2022-10-10T08:58:14Z,1,0,0,0,0,0,0,1,1
"Biden ‘totally running’ for second term as president, MSNBC interviewer says",2022-10-26T05:00:00Z,1,0,0,0,0,0,0,1,1
