title,date,Fear,Optimism,Anger,Joy,Trust,Despair,Economic Security,Uncertainty,Fear for the future,sp500_close_today,sp500_close_next_day,sp500_close_next_week,Next_Day_Change,Next_Week_Change,Next_Day_Status,Next_Week_Status
US justice department challenges Alabama trans children law,2022-04-30,1,0,1,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
Justice minister resigns over No 10 Partygate revelations,2022-04-13,0,0,1,0,0,0,0,1,1,[4446.58984375],[4392.58984375],[4459.45019531],[-54.],[12.86035156],ירידה,עלייה
"Jimmy Savile escaped justice because of libel laws, claims reporter ",2022-04-28,1,0,1,0,0,1,0,1,0,[4287.5],[4131.93017578],[4146.87011719],[-155.56982422],[-140.62988281],ירידה,ירידה
US justice department appeals mask mandate ruling after CDC request,2022-04-21,0,0,1,0,0,0,0,1,0,[4393.66015625],[4271.77978516],[4287.5],[-121.88037109],[-106.16015625],ירידה,ירידה
Overcoming Trumpery review: recipes for reform Republicans will never allow ,2022-04-24,0,0,1,0,0,1,0,1,1,,[4296.12011719],,,,ללא שינוי,ללא שינוי
Queensland police update manual after signalling reforms to how officers accused of domestic violence are handled,2022-04-25,1,0,1,0,1,0,0,1,0,[4296.12011719],[4175.20019531],[4155.37988281],[-120.91992188],[-140.74023438],ירידה,ירידה
MPs urged on disaster anniversary to support ‘Hillsborough law’ reform,2022-04-14,0,0,1,0,0,1,0,1,0,[4392.58984375],,[4393.66015625],,[1.0703125],ללא שינוי,עלייה
"Public ‘out of patience’ with football’s failure to reform, says sports minister",2022-04-25,0,1,1,0,0,0,0,1,0,[4296.12011719],[4175.20019531],[4155.37988281],[-120.91992188],[-140.74023438],ירידה,ירידה
Retirement savings reform is a good idea that both parties can get behind,2022-04-24,0,1,0,0,1,0,1,0,1,,[4296.12011719],,,,ללא שינוי,ללא שינוי
Iraq’s ancient buildings are being destroyed by climate change,2022-04-15,1,0,0,0,0,1,0,1,1,,,[4271.77978516],,,ללא שינוי,ללא שינוי
Best podcasts of the week: Cate Blanchett gets curious about climate change,2022-04-28,1,1,0,0,0,0,0,1,1,[4287.5],[4131.93017578],[4146.87011719],[-155.56982422],[-140.62988281],ירידה,ירידה
Dire warning on climate change ‘is being ignored’ amid war and economic turmoil,2022-04-03,1,0,1,0,0,1,0,1,1,,[4582.64013672],,,,ללא שינוי,ללא שינוי
How the climate crisis is changing Greenland’s weather,2022-04-28,1,0,0,0,0,0,0,1,1,[4287.5],[4131.93017578],[4146.87011719],[-155.56982422],[-140.62988281],ירידה,ירידה
IPCC: We can tackle climate change if big oil gets out of the way,2022-04-05,1,0,1,0,0,1,0,1,1,[4525.12011719],[4481.14990234],[4397.45019531],[-43.97021484],[-127.66992188],ירידה,ירידה
"High-carbon goods imported into UK should be subject to new tariffs, say MPs",2022-04-04,1,0,0,0,0,0,1,1,1,[4582.64013672],[4525.12011719],[4412.52978516],[-57.52001953],[-170.11035156],ירידה,ירידה
Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets,2022-04-22,1,0,0,0,0,1,1,1,1,[4271.77978516],,[4131.93017578],,[-139.84960938],ללא שינוי,ירידה
Wildfire smoke in Pacific north-west erasing reductions in emissions – study,2022-04-19,1,0,0,0,0,0,0,1,1,[4462.20996094],[4459.45019531],[4175.20019531],[-2.75976562],[-287.00976562],ירידה,ירידה
‘Mud-dipped masterpiece’: a creative approach to carbon farming conversations,2022-04-02,0,1,0,0,1,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
Why ‘eco-conscious’ fashion brands can continue to increase emissions,2022-04-09,1,0,1,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
"Catalan leaders targeted using NSO spyware, say cybersecurity experts",2022-04-18,1,0,1,0,0,0,0,1,1,[4391.68994141],[4462.20996094],[4296.12011719],[70.52001953],[-95.56982422],עלייה,ירידה
Coalition axes $1.3bn armed drone program and redirects funds to cybersecurity,2022-04-01,0,0,1,0,1,0,0,1,1,[4545.85986328],,[4488.27978516],,[-57.58007812],ללא שינוי,ירידה
"Boris Johnson must pay attention to basic cybersecurity rules, says security adviser",2022-04-19,1,0,1,0,0,0,0,1,0,[4462.20996094],[4459.45019531],[4175.20019531],[-2.75976562],[-287.00976562],ירידה,ירידה
"No 10 suspected of being target of NSO spyware attack, Boris Johnson ‘told’",2022-04-18,1,0,1,0,0,0,0,1,1,[4391.68994141],[4462.20996094],[4296.12011719],[70.52001953],[-95.56982422],עלייה,ירידה
The Works forced to close some stores after cyber-attack,2022-04-05,1,0,0,0,0,0,0,1,1,[4525.12011719],[4481.14990234],[4397.45019531],[-43.97021484],[-127.66992188],ירידה,ירידה
US economy saw ‘unexpectedly severe’ drop in first three months of year ,2022-04-28,0,0,0,0,0,0,0,1,1,[4287.5],[4131.93017578],[4146.87011719],[-155.56982422],[-140.62988281],ירידה,ירידה
"Joe Biden must ditch ‘woke advisers’ to fix US economy, Mitt Romney says",2022-04-21,1,0,1,0,0,0,0,1,1,[4393.66015625],[4271.77978516],[4287.5],[-121.88037109],[-106.16015625],ירידה,ירידה
US economy shrinks unexpectedly; England and Wales insolvencies double; dollar at 20-year high – as it happened,2022-04-28,1,0,0,0,0,0,0,1,1,[4287.5],[4131.93017578],[4146.87011719],[-155.56982422],[-140.62988281],ירידה,ירידה
UK economy slows more than expected as car production slumps,2022-04-11,0,0,0,0,0,1,0,1,1,[4412.52978516],[4397.45019531],[4391.68994141],[-15.07958984],[-20.83984375],ירידה,ירידה
‘Economy wins wars’: the projects helping shoppers to support Ukraine,2022-04-10,0,1,0,0,0,0,1,1,1,,[4412.52978516],,,,ללא שינוי,ללא שינוי
How far-right figures like Ammon Bundy ccause chaos in US politics,2022-04-05,1,0,1,0,0,0,0,1,1,[4525.12011719],[4481.14990234],[4397.45019531],[-43.97021484],[-127.66992188],ירידה,ירידה
Pride and politics of Sheffield’s Park Hill ,2022-04-12,0,1,1,0,0,1,0,1,0,[4397.45019531],[4446.58984375],[4462.20996094],[49.13964844],[64.75976562],עלייה,עלייה
The deceitful and entitled rule politics | Observer letters,2022-04-17,0,0,1,0,0,1,0,1,1,,[4391.68994141],,,,ללא שינוי,ללא שינוי
"Power, politics and porn: the toxic cocktail that rocked Westminster",2022-04-30,1,0,1,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
Angela Rayner hits out at ‘sexism and misogyny’ in politics,2022-04-25,0,0,1,0,0,0,0,1,0,[4296.12011719],[4175.20019531],[4155.37988281],[-120.91992188],[-140.74023438],ירידה,ירידה
Ex-president of Honduras extradited to US on drugs charges,2022-04-21,0,0,1,0,0,0,0,1,1,[4393.66015625],[4271.77978516],[4287.5],[-121.88037109],[-106.16015625],ירידה,ירידה
Serbia ‘sliding towards autocracy’ as president secures second term,2022-04-21,1,0,1,0,0,1,0,1,1,[4393.66015625],[4271.77978516],[4287.5],[-121.88037109],[-106.16015625],ירידה,ירידה
Putin ally Alekperov resigns as president of Russia’s Lukoil,2022-04-21,0,0,1,0,0,0,0,1,1,[4393.66015625],[4271.77978516],[4287.5],[-121.88037109],[-106.16015625],ירידה,ירידה
Trump endorses Pence’s brother after sparring with ex-vice-president,2022-04-30,0,0,1,0,0,0,0,1,0,,,,,,ללא שינוי,ללא שינוי
Is Brazil ready for the next incarnation of President Lula?,2022-04-30,1,1,0,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
Tell us: have you received any 2022 local election leaflets?,2022-05-03,0,0,0,0,1,0,0,1,0,[4175.47998047],[4300.16992188],[4001.05004883],[124.68994141],[-174.42993164],עלייה,ירידה
Tell us: share your reaction to the 2022 Philippines election result,2022-05-10,0,0,0,0,0,0,0,1,1,[4001.05004883],[3935.17993164],[4088.85009766],[-65.87011719],[87.80004883],ירידה,עלייה
Tell us: share your reaction to the 2022 UK local election results,2022-05-06,0,0,0,0,0,0,0,1,0,[4123.33984375],,[4023.88989258],,[-99.44995117],ללא שינוי,ירידה
Tell us: share your reaction to the 2022 Northern Ireland assembly election result,2022-05-09,0,1,0,0,0,0,0,1,0,[3991.23999023],[4001.05004883],[4008.01000977],[9.81005859],[16.77001953],עלייה,עלייה
What the 2022 local election results tell us so far – the panel’s verdict | Polly Toynbee and others,2022-05-06,0,1,1,1,0,0,0,1,1,[4123.33984375],,[4023.88989258],,[-99.44995117],ללא שינוי,ירידה
Ferdinand Marcos Jr triumphs in Philippines presidential election,2022-05-09,1,0,1,1,1,0,0,1,1,[3991.23999023],[4001.05004883],[4008.01000977],[9.81005859],[16.77001953],עלייה,עלייה
Colombia presidential election: leftist former guerrilla and populist outsider head to runoff,2022-05-29,1,1,1,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
Revealed: election conspiracy theorists work as election officials across Georgia,2022-05-13,1,0,1,0,0,0,0,1,1,[4023.88989258],,[3901.36010742],,[-122.52978516],ללא שינוי,ירידה
He became a hero for halting Trump’s efforts to overturn the election. Will voters now punish him?,2022-05-19,1,0,0,0,0,0,0,1,1,[3900.79003906],[3901.36010742],[4057.84008789],[0.57006836],[157.05004883],עלייה,עלייה
Labour and wait for election results | Brief letters,2022-05-08,0,0,1,0,0,1,0,1,0,,[3991.23999023],,,,ללא שינוי,ללא שינוי
Labour and wait for election results | Brief letters,2022-05-08,0,0,1,0,0,0,0,1,0,,[3991.23999023],,,,ללא שינוי,ללא שינוי
Northern Ireland election 2022 live results: assembly seats and votes,2022-05-06,0,0,0,0,0,0,0,1,0,[4123.33984375],,[4023.88989258],,[-99.44995117],ללא שינוי,ירידה
Australian election results 2022: live votes tracker and federal seat counts,2022-05-24,0,0,0,0,0,0,0,1,0,[3941.47998047],[3978.72998047],[4132.14990234],[37.25],[190.66992188],עלייה,עלייה
The Observer view on the meaning of the local election results | Editorial,2022-05-08,1,0,0,0,0,0,0,1,1,,[3991.23999023],,,,ללא שינוי,ללא שינוי
‘I wanted the Conservatives out’: readers on the local election results,2022-05-06,0,1,1,0,0,0,0,1,1,[4123.33984375],,[4023.88989258],,[-99.44995117],ללא שינוי,ירידה
Treasury criticised for agreeing £500k spend on focus groups and polls ,2022-05-21,0,0,1,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
Byelections: will recent scandals at Westminster cause upsets at the polls?,2022-05-02,1,0,1,0,0,0,0,1,0,[4155.37988281],[4175.47998047],[3991.23999023],[20.10009766],[-164.13989258],עלייה,ירידה
Final polls roll in as campaign hits home stretch – as it happened,2022-05-20,0,1,1,0,0,0,1,1,1,[3901.36010742],,[4158.24023438],,[256.88012695],ללא שינוי,עלייה
Jacinda Ardern acknowledges ‘difficult period’ as Labour party slumps again in polls ,2022-05-04,0,0,1,0,0,1,0,1,1,[4300.16992188],[4146.87011719],[3935.17993164],[-153.29980469],[-364.98999023],ירידה,ירידה
Australia election: voters to go to polls in battle of ‘bulldozer’ and ‘builder’,2022-05-20,0,0,0,0,0,0,1,1,1,[3901.36010742],,[4158.24023438],,[256.88012695],ללא שינוי,עלייה
Kherson’s military administrators to call for Russian annexation,2022-05-11,1,0,0,0,0,0,0,1,1,[3935.17993164],[3930.08007812],[3923.67993164],[-5.09985352],[-11.5],ירידה,ירידה
Military plane rushes baby formula to US health systems,2022-05-23,1,1,1,0,0,0,0,1,1,[3973.75],[3941.47998047],,[-32.27001953],,ירידה,ללא שינוי
Sudan security forces clash with protesters against military coup,2022-05-24,1,0,1,0,0,1,0,1,1,[3941.47998047],[3978.72998047],[4132.14990234],[37.25],[190.66992188],עלייה,עלייה
Putin’s choices filled with peril on eve of Victory Day parade ,2022-05-07,1,0,0,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
‘Huge spike’ in global conflict caused record number of displacements in 2021,2022-05-19,1,0,0,0,0,1,0,1,1,[3900.79003906],[3901.36010742],[4057.84008789],[0.57006836],[157.05004883],עלייה,עלייה
Biden uses Defense Production Act to tackle US baby formula crisis,2022-05-19,1,0,1,0,0,0,0,1,1,[3900.79003906],[3901.36010742],[4057.84008789],[0.57006836],[157.05004883],עלייה,עלייה
"I warned national guard of possible coup, Trump defense secretary says",2022-05-06,1,0,1,0,0,0,0,1,1,[4123.33984375],,[4023.88989258],,[-99.44995117],ללא שינוי,ירידה
"US unveils new sanctions on Russia, targeting services, media and defense industry",2022-05-08,0,0,1,0,0,0,0,1,1,,[3991.23999023],,,,ללא שינוי,ללא שינוי
Pressure grows for summer mini-budget amid recession fears ,2022-05-12,1,0,1,0,0,0,0,1,1,[3930.08007812],[4023.88989258],[3900.79003906],[93.80981445],[-29.29003906],עלייה,ירידה
Defensive Starmer chokes at chance to own the curry | John Crace,2022-05-04,0,0,1,0,0,0,0,1,0,[4300.16992188],[4146.87011719],[3935.17993164],[-153.29980469],[-364.98999023],ירידה,ירידה
Military plane rushes baby formula to US health systems,2022-05-23,1,1,1,0,0,0,0,1,0,[3973.75],[3941.47998047],,[-32.27001953],,ירידה,ללא שינוי
US intelligence told to keep quiet over role in Ukraine military triumphs,2022-05-07,1,0,0,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
Top Gun for hire: why Hollywood is the US military’s best wingman,2022-05-26,0,0,1,0,0,0,0,1,1,[4057.84008789],[4158.24023438],[4176.81982422],[100.40014648],[118.97973633],עלייה,עלייה
Kherson’s military administrators to call for Russian annexation,2022-05-11,1,0,0,0,0,0,0,1,1,[3935.17993164],[3930.08007812],[3923.67993164],[-5.09985352],[-11.5],ירידה,ירידה
Sudan security forces clash with protesters against military coup,2022-05-24,1,0,1,0,0,1,0,1,1,[3941.47998047],[3978.72998047],[4132.14990234],[37.25],[190.66992188],עלייה,עלייה
The threat facing humanities and the arts  | Letters,2022-05-11,1,0,1,0,0,1,0,1,1,[3935.17993164],[3930.08007812],[3923.67993164],[-5.09985352],[-11.5],ירידה,ירידה
UK nuclear power stations’ decommissioning cost soars to £23.5bn,2022-05-20,1,0,1,0,0,0,0,1,1,[3901.36010742],,[4158.24023438],,[256.88012695],ללא שינוי,עלייה
Ireland condemns Russian TV for nuclear attack simulation,2022-05-03,1,0,1,0,0,0,0,1,1,[4175.47998047],[4300.16992188],[4001.05004883],[124.68994141],[-174.42993164],עלייה,ירידה
DUP’s Jeffrey Donaldson criticised over Stormont boycott threat,2022-05-04,1,0,1,0,0,0,0,1,1,[4300.16992188],[4146.87011719],[3935.17993164],[-153.29980469],[-364.98999023],ירידה,ירידה
Revealed: Russia-linked superyachts ‘going dark’ to avoid sanctions threat,2022-05-28,1,0,1,0,0,0,0,1,0,,,,,,ללא שינוי,ללא שינוי
Millions risk losing US healthcare when Covid emergency declaration expires,2022-05-26,1,0,1,0,0,1,0,1,1,[4057.84008789],[4158.24023438],[4176.81982422],[100.40014648],[118.97973633],עלייה,עלייה
Tell us: what is your experience of women’s healthcare in England?,2022-05-26,1,0,1,0,0,0,0,1,0,[4057.84008789],[4158.24023438],[4176.81982422],[100.40014648],[118.97973633],עלייה,עלייה
‘We don’t feel it’s safe’: the systemic failures in rural healthcare,2022-05-07,1,0,1,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
Are Canadians being driven to assisted suicide by poverty or healthcare crisis?,2022-05-11,0,0,1,0,0,1,0,1,1,[3935.17993164],[3930.08007812],[3923.67993164],[-5.09985352],[-11.5],ירידה,ירידה
UK healthcare workers: how has the cost of living crisis affected your work?,2022-05-18,1,0,0,0,0,0,0,1,1,[3923.67993164],[3900.79003906],[3978.72998047],[-22.88989258],[55.05004883],ירידה,עלייה
"North Korea on brink of Covid-19 catastrophe, say experts",2022-05-17,1,0,0,0,0,1,0,1,1,[4088.85009766],[3923.67993164],[3941.47998047],[-165.17016602],[-147.37011719],ירידה,ירידה
New Zealand prime minister Jacinda Ardern tests positive for Covid-19,2022-05-13,0,0,0,0,0,0,0,1,0,[4023.88989258],,[3901.36010742],,[-122.52978516],ללא שינוי,ירידה
We need a definitive exit from our Covid-19 pandemic. Here’s the roadmap | Eric Topol,2022-05-16,1,0,1,0,0,1,0,1,1,[4008.01000977],[4088.85009766],[3973.75],[80.84008789],[-34.26000977],עלייה,ירידה
A million have died of Covid-19 in America. How did this happen? | Ross Barkan,2022-05-18,1,0,1,0,0,1,0,1,1,[3923.67993164],[3900.79003906],[3978.72998047],[-22.88989258],[55.05004883],ירידה,עלייה
Hepatitis cases rising among children globally but cause remains a mystery,2022-05-23,1,0,0,0,0,0,0,1,1,[3973.75],[3941.47998047],,[-32.27001953],,ירידה,ללא שינוי
Is the great pandemic parcel boom finally over?  | Zoe Williams,2022-05-23,0,0,0,0,0,0,0,1,1,[3973.75],[3941.47998047],,[-32.27001953],,ירידה,ללא שינוי
"Environmental toxins are worsening obesity pandemic, say scientists",2022-05-19,1,0,1,0,0,1,0,1,1,[3900.79003906],[3901.36010742],[4057.84008789],[0.57006836],[157.05004883],עלייה,עלייה
‘We kept our beards’: Oberammergau’s passion play emerges from pandemic,2022-05-14,1,1,0,1,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
The Sadness review – unapologetically yucky gorefest turns into pandemic allegory,2022-05-17,1,0,1,0,0,1,0,1,0,[4088.85009766],[3923.67993164],[3941.47998047],[-165.17016602],[-147.37011719],ירידה,ירידה
Business class travel helps post-pandemic airline sales take off ,2022-05-06,0,1,0,0,0,0,1,1,0,[4123.33984375],,[4023.88989258],,[-99.44995117],ללא שינוי,ירידה
